our_rank,player_name,position,team_abbr,vor,projected_ppr_points,games_missed,team_env_adj,projection_source,ecr_overall_rank,ecr_position_rank,value_vs_adp,team_win_total,replacement_points_at_position,proj_pass_yards,proj_pass_tds,proj_rush_yards,proj_rush_tds,proj_rec_yards,proj_rec_tds,proj_receptions
320,Van Jefferson,WR,WAS,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,311.0,133.0,-9.0,7.5,152.02767787771887,,,,,,,
321,Jahan Dotson,WR,ATL,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,285.93,112.0,-35.06999999999999,7.5,152.02767787771887,,,,,,,
322,Treylon Burks,WR,WAS,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,310.5,132.0,-11.5,7.5,152.02767787771887,,,,,,,
323,Olamide Zaccheaus,WR,ATL,-109.16984470418765,44.14745817353122,0.0,-1.289625,ecr_calibrated,300.57,122.0,-22.430000000000007,7.5,152.02767787771887,,,,,,,
324,DeAndre Hopkins,WR,BAL,-109.37319076794276,39.60011210977611,0.0,3.0543750000000003,ecr_calibrated,313.67,136.0,-10.329999999999984,11.5,152.02767787771887,,,,,,,
325,Adam Randall,RB,BAL,-110.0689635577597,36.54153985053788,0.0,3.8179687500000004,ecr_calibrated,292.5,94.0,-32.5,11.5,150.42847215829758,,,,,,,
326,Kendre Miller,RB,NO,-110.11404666674785,41.92645674154973,0.0,-1.61203125,ecr_calibrated,281.7,88.0,-44.30000000000001,7.5,150.42847215829758,,,,,,,
327,Jerome Ford,RB,WAS,-110.11404666674785,41.92645674154973,0.0,-1.61203125,ecr_calibrated,281.66,87.0,-45.339999999999975,7.5,150.42847215829758,,,,,,,
328,Xavier Restrepo,WR,TEN,-110.25584470418765,44.14745817353122,0.0,-2.375625,ecr_calibrated,308.5,131.0,-19.5,6.5,152.02767787771887,,,,,,,
329,Isaiah Bond,WR,CLE,-111.34184470418765,44.14745817353122,0.0,-3.461625,ecr_calibrated,292.47,116.0,-36.52999999999997,5.5,152.02767787771887,,,,,,,
330,Cedric Tillman,WR,CLE,-111.34184470418765,44.14745817353122,0.0,-3.461625,ecr_calibrated,301.41,123.0,-28.589999999999975,5.5,152.02767787771887,,,,,,,
331,Tim Patrick,WR,NYJ,-111.34184470418765,44.14745817353122,0.0,-3.461625,ecr_calibrated,290.5,114.0,-40.5,5.5,152.02767787771887,,,,,,,
332,Jalen Tolbert,WR,MIA,-112.42784470418765,44.14745817353122,0.0,-4.547625,ecr_calibrated,295.07,118.0,-36.93000000000001,4.5,152.02767787771887,,,,,,,
333,Caleb Douglas,WR,MIA,-112.42784470418765,44.14745817353122,0.0,-4.547625,ecr_calibrated,297.66,120.0,-35.339999999999975,4.5,152.02767787771887,,,,,,,
334,Kendrick Bourne,WR,ARI,-112.42784470418765,44.14745817353122,0.0,-4.547625,ecr_calibrated,297.8,121.0,-36.19999999999999,4.5,152.02767787771887,,,,,,,
335,Devin Singletary,RB,NYG,-112.87995821545833,39.16054519283925,0.0,-1.61203125,ecr_calibrated,292.4,93.0,-42.60000000000002,7.5,150.42847215829758,,,,,,,
336,Isaiah Williams,WR,NYJ,-113.23554366160901,42.253759216109856,0.0,-3.461625,ecr_calibrated,312.5,135.0,-23.5,5.5,152.02767787771887,,,,,,,
337,Colbie Young,WR,CIN,-113.711407155245,36.34789572247388,0.0,1.9683750000000002,ecr_calibrated,324.0,151.0,-13.0,10.5,152.02767787771887,,,,,,,
338,Elijah Moore,WR,PHI,-113.711407155245,36.34789572247388,0.0,1.9683750000000002,ecr_calibrated,320.33,146.0,-17.670000000000016,10.5,152.02767787771887,,,,,,,
339,Jake Bobo,WR,SEA,-113.711407155245,36.34789572247388,0.0,1.9683750000000002,ecr_calibrated,315.5,140.0,-23.5,10.5,152.02767787771887,,,,,,,
340,Brenen Thompson,WR,LAC,-113.711407155245,36.34789572247388,0.0,1.9683750000000002,ecr_calibrated,316.91,142.0,-23.089999999999975,10.5,152.02767787771887,,,,,,,
341,Isaac Guerendo,RB,SF,-113.86945188224483,34.098551526052745,0.0,2.4604687500000004,ecr_calibrated,294.37,95.0,-46.629999999999995,10.5,150.42847215829758,,,,,,,
342,Marquez Valdes-Scantling,WR,DAL,-114.03083097985413,37.11447189786474,0.0,0.882375,ecr_calibrated,314.0,137.0,-28.0,9.5,152.02767787771887,,,,,,,
343,Greg Dortch,WR,DET,-114.53073643909771,35.52856643862117,0.0,1.9683750000000002,ecr_calibrated,333.43,155.0,-9.569999999999993,10.5,152.02767787771887,,,,,,,
344,Kalif Raymond,WR,CHI,-114.797407155245,36.34789572247388,0.0,0.882375,ecr_calibrated,315.0,139.0,-29.0,9.5,152.02767787771887,,,,,,,
345,Xavier Hutchinson,WR,HOU,-114.797407155245,36.34789572247388,0.0,0.882375,ecr_calibrated,319.61,145.0,-25.389999999999986,9.5,152.02767787771887,,,,,,,
346,Zavion Thomas,WR,CHI,-114.797407155245,36.34789572247388,0.0,0.882375,ecr_calibrated,316.55,141.0,-29.44999999999999,9.5,152.02767787771887,,,,,,,
347,Lil'Jordan Humphrey,WR,DEN,-114.797407155245,36.34789572247388,0.0,0.882375,ecr_calibrated,323.0,148.0,-24.0,9.5,152.02767787771887,,,,,,,
348,Rasheen Ali,RB,BAL,-114.99913344130992,31.611369966987652,0.0,3.8179687500000004,ecr_calibrated,304.25,100.0,-43.75,11.5,150.42847215829758,,,,,,,
349,Jarquez Hunter,RB,LAR,-114.99913344130992,31.611369966987652,0.0,3.8179687500000004,ecr_calibrated,307.32,103.0,-41.68000000000001,11.5,150.42847215829758,,,,,,,
350,Diontae Johnson,WR,FA,-115.679782155245,36.34789572247388,0.0,0.0,ecr_calibrated,325.0,152.0,-25.0,,152.02767787771887,,,,,,,
351,Tahj Brooks,RB,CIN,-115.79537526987319,32.172628138424386,0.0,2.4604687500000004,ecr_calibrated,296.55,96.0,-54.44999999999999,10.5,150.42847215829758,,,,,,,
352,Ashton Dulin,WR,IND,-115.883407155245,36.34789572247388,0.0,-0.203625,ecr_calibrated,321.4,147.0,-30.600000000000023,8.5,152.02767787771887,,,,,,,
353,Nick Westbrook-Ikhine,WR,IND,-115.883407155245,36.34789572247388,0.0,-0.203625,ecr_calibrated,318.07,144.0,-34.93000000000001,8.5,152.02767787771887,,,,,,,
354,Will Shipley,RB,PHI,-116.35663344130992,31.611369966987652,0.0,2.4604687500000004,ecr_calibrated,312.61,105.0,-41.389999999999986,10.5,150.42847215829758,,,,,,,
355,Sione Vaki,RB,DET,-116.35663344130992,31.611369966987652,0.0,2.4604687500000004,ecr_calibrated,307.67,104.0,-47.329999999999984,10.5,150.42847215829758,,,,,,,
356,Dyami Brown,WR,WAS,-116.969407155245,36.34789572247388,0.0,-1.289625,ecr_calibrated,330.33,154.0,-25.670000000000016,7.5,152.02767787771887,,,,,,,
357,Cyrus Allen,WR,KC,-117.07453827992582,32.98476459779305,0.0,1.9683750000000002,ecr_calibrated,333.8,156.0,-23.19999999999999,10.5,152.02767787771887,,,,,,,
358,Daniel Jones,QB,IND,-117.20519281950925,178.079118856097,0.0,-0.70250625,ecr_calibrated,161.96,26.0,-196.04,8.5,294.58180542560626,,,,,,,
359,Hunter Luepke,RB,DAL,-117.71413344130993,31.611369966987652,0.0,1.10296875,ecr_calibrated,325.67,108.0,-33.329999999999984,9.5,150.42847215829758,,,,,,,
360,J'Mari Taylor,RB,JAX,-117.71413344130993,31.611369966987652,0.0,1.10296875,ecr_calibrated,325.55,107.0,-34.44999999999999,9.5,150.42847215829758,,,,,,,
361,Dont'e Thornton Jr.,WR,LV,-118.05540715524499,36.34789572247388,0.0,-2.375625,ecr_calibrated,317.3,143.0,-43.69999999999999,6.5,152.02767787771887,,,,,,,
362,Tyler Lockett,WR,LV,-118.05540715524499,36.34789572247388,0.0,-2.375625,ecr_calibrated,314.0,138.0,-48.0,6.5,152.02767787771887,,,,,,,
363,John Metchie III,WR,CAR,-118.05540715524499,36.34789572247388,0.0,-2.375625,ecr_calibrated,330.16,153.0,-32.839999999999975,6.5,152.02767787771887,,,,,,,
364,CJ Daniels,WR,LAR,-118.17251714837184,30.800785729347027,0.0,3.0543750000000003,ecr_calibrated,352.75,166.0,-11.25,11.5,152.02767787771887,,,,,,,
365,Xavier Smith,WR,LAR,-118.17251714837184,30.800785729347027,0.0,3.0543750000000003,ecr_calibrated,339.0,161.0,-26.0,11.5,152.02767787771887,,,,,,,
366,Jordan Whittington,WR,LAR,-118.17251714837184,30.800785729347027,0.0,3.0543750000000003,ecr_calibrated,347.45,165.0,-18.55000000000001,11.5,152.02767787771887,,,,,,,
367,Kareem Hunt,RB,FA,-118.81710219130993,31.611369966987652,0.0,0.0,ecr_calibrated,315.95,106.0,-51.05000000000001,,150.42847215829758,,,,,,,
368,Eli Heidenreich,RB,PIT,-119.07163344130993,31.611369966987652,0.0,-0.25453125,ecr_calibrated,302.96,98.0,-65.04000000000002,8.5,150.42847215829758,,,,,,,
369,Mecole Hardman Jr.,WR,BUF,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,361.5,173.0,-7.5,10.5,152.02767787771887,,,,,,,
370,Mitch Tinsley,WR,CIN,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,335.0,158.0,-35.0,10.5,152.02767787771887,,,,,,,
371,Demarcus Robinson,WR,SF,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,365.33,175.0,-5.670000000000016,10.5,152.02767787771887,,,,,,,
372,Savion Williams,WR,GB,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,337.58,160.0,-34.420000000000016,10.5,152.02767787771887,,,,,,,
373,Skyy Moore,WR,GB,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,377.5,178.0,4.5,10.5,152.02767787771887,,,,,,,
374,Derius Davis,WR,LAC,-119.25851714837185,30.800785729347027,0.0,1.9683750000000002,ecr_calibrated,353.0,167.0,-21.0,10.5,152.02767787771887,,,,,,,
375,Kevin Coleman Jr.,WR,MIA,-120.22740715524499,36.34789572247388,0.0,-4.547625,ecr_calibrated,323.8,150.0,-51.19999999999999,4.5,152.02767787771887,,,,,,,
376,Tutu Atwell,WR,MIA,-120.22740715524499,36.34789572247388,0.0,-4.547625,ecr_calibrated,323.61,149.0,-52.389999999999986,4.5,152.02767787771887,,,,,,,
377,Ronnie Rivers,RB,LAR,-120.32125284213998,26.289250566157584,0.0,3.8179687500000004,ecr_calibrated,347.0,122.0,-30.0,11.5,150.42847215829758,,,,,,,
378,Scotty Miller,WR,CHI,-120.34451714837185,30.800785729347027,0.0,0.882375,ecr_calibrated,346.5,164.0,-31.5,9.5,152.02767787771887,,,,,,,
379,Jahdae Walker,WR,CHI,-120.34451714837185,30.800785729347027,0.0,0.882375,ecr_calibrated,335.75,159.0,-43.25,9.5,152.02767787771887,,,,,,,
380,Michael Woods II,WR,DEN,-120.34451714837185,30.800785729347027,0.0,0.882375,ecr_calibrated,342.5,162.0,-37.5,9.5,152.02767787771887,,,,,,,
381,Josh Cameron,WR,JAX,-120.34451714837185,30.800785729347027,0.0,0.882375,ecr_calibrated,385.5,179.0,4.5,9.5,152.02767787771887,,,,,,,
382,Jeremy McNichols,RB,WAS,-120.42913344130993,31.611369966987652,0.0,-1.61203125,ecr_calibrated,302.2,97.0,-79.80000000000001,7.5,150.42847215829758,,,,,,,
383,Audric Estime,RB,NO,-120.42913344130993,31.611369966987652,0.0,-1.61203125,ecr_calibrated,305.98,102.0,-77.01999999999998,7.5,150.42847215829758,,,,,,,
384,Jermaine Burton,WR,FA,-121.22689214837183,30.800785729347027,0.0,0.0,ecr_calibrated,357.0,170.0,-27.0,,152.02767787771887,,,,,,,
385,Gabe Davis,WR,FA,-121.22689214837183,30.800785729347027,0.0,0.0,ecr_calibrated,376.5,177.0,-8.5,,152.02767787771887,,,,,,,
386,Deion Burks,WR,IND,-121.43051714837186,30.800785729347027,0.0,-0.203625,ecr_calibrated,357.0,169.0,-29.0,8.5,152.02767787771887,,,,,,,
387,Roman Wilson,WR,PIT,-121.43051714837186,30.800785729347027,0.0,-0.203625,ecr_calibrated,356.25,168.0,-30.75,8.5,152.02767787771887,,,,,,,
388,Anthony Gould,WR,IND,-121.43051714837186,30.800785729347027,0.0,-0.203625,ecr_calibrated,374.5,176.0,-13.5,8.5,152.02767787771887,,,,,,,
389,Tai Felton,WR,MIN,-121.43051714837186,30.800785729347027,0.0,-0.203625,ecr_calibrated,359.33,172.0,-29.670000000000016,8.5,152.02767787771887,,,,,,,
390,Nick Chubb,RB,FA,-121.44257358834372,28.985898569953847,0.0,0.0,ecr_calibrated,327.24,109.0,-62.75999999999999,,150.42847215829758,,,,,,,
391,Jacob Saylors,RB,DET,-121.67875284213997,26.289250566157584,0.0,2.4604687500000004,ecr_calibrated,346.0,120.0,-45.0,10.5,150.42847215829758,,,,,,,
392,Dameon Pierce,RB,PHI,-121.67875284213997,26.289250566157584,0.0,2.4604687500000004,ecr_calibrated,339.2,117.0,-52.80000000000001,10.5,150.42847215829758,,,,,,,
393,Trevor Etienne,RB,CAR,-121.78663344130992,31.611369966987652,0.0,-2.9695312499999997,ecr_calibrated,305.24,101.0,-87.75999999999999,6.5,150.42847215829758,,,,,,,
394,Jaylin Lane,WR,WAS,-122.51651714837186,30.800785729347027,0.0,-1.289625,ecr_calibrated,334.38,157.0,-59.620000000000005,7.5,152.02767787771887,,,,,,,
395,Elijah Mitchell,RB,PHI,-122.55498554991584,25.41301785838174,0.0,2.4604687500000004,ecr_calibrated,348.5,123.0,-46.5,10.5,150.42847215829758,,,,,,,
396,Phil Mafah,RB,DAL,-123.03625284214,26.289250566157584,0.0,1.10296875,ecr_calibrated,328.8,112.0,-67.19999999999999,9.5,150.42847215829758,,,,,,,
397,Terrell Jennings,RB,NE,-123.03625284214,26.289250566157584,0.0,1.10296875,ecr_calibrated,346.0,119.0,-51.0,9.5,150.42847215829758,,,,,,,
398,Jawhar Jordan,RB,HOU,-123.03625284214,26.289250566157584,0.0,1.10296875,ecr_calibrated,327.28,111.0,-70.72000000000003,9.5,150.42847215829758,,,,,,,
399,Malik Benson,WR,LV,-123.60251714837186,30.800785729347027,0.0,-2.375625,ecr_calibrated,363.33,174.0,-35.670000000000016,6.5,152.02767787771887,,,,,,,
400,Austin Ekeler,RB,FA,-124.13922159213999,26.289250566157584,0.0,0.0,ecr_calibrated,347.0,121.0,-53.0,,150.42847215829758,,,,,,,
401,Antonio Gibson,RB,FA,-124.13922159213999,26.289250566157584,0.0,0.0,ecr_calibrated,345.2,118.0,-55.80000000000001,,150.42847215829758,,,,,,,
402,Zavier Scott,RB,MIN,-124.39375284213999,26.289250566157584,0.0,-0.25453125,ecr_calibrated,337.33,114.0,-64.67000000000002,8.5,150.42847215829758,,,,,,,
403,Bam Knight,RB,ARI,-124.50163344130993,31.611369966987652,0.0,-5.68453125,ecr_calibrated,304.19,99.0,-98.81,4.5,150.42847215829758,,,,,,,
404,Elijah Tau-Tolliver,RB,BAL,-124.7793168791638,21.83118652913377,0.0,3.8179687500000004,ecr_calibrated,357.5,126.0,-46.5,11.5,150.42847215829758,,,,,,,
405,Jam Miller,RB,NE,-125.07463467451822,24.250868733779363,0.0,1.10296875,ecr_calibrated,349.86,124.0,-55.139999999999986,9.5,150.42847215829758,,,,,,,
406,Cash Jones,RB,ATL,-125.75125284213998,26.289250566157584,0.0,-1.61203125,ecr_calibrated,338.0,115.0,-68.0,7.5,150.42847215829758,,,,,,,
407,Theo Wease Jr.,WR,MIA,-125.77451714837186,30.800785729347027,0.0,-4.547625,ecr_calibrated,345.67,163.0,-61.329999999999984,4.5,152.02767787771887,,,,,,,
408,Reggie Virgil,WR,ARI,-125.77451714837186,30.800785729347027,0.0,-4.547625,ecr_calibrated,358.33,171.0,-49.670000000000016,4.5,152.02767787771887,,,,,,,
409,Roschon Johnson,RB,CHI,-126.25661489058497,23.068888517712608,0.0,1.10296875,ecr_calibrated,354.0,125.0,-55.0,9.5,150.42847215829758,,,,,,,
410,Michael Carter,RB,TEN,-127.10875284214,26.289250566157584,0.0,-2.9695312499999997,ecr_calibrated,335.0,113.0,-75.0,6.5,150.42847215829758,,,,,,,
411,Dylan Laube,RB,LV,-127.10875284214,26.289250566157584,0.0,-2.9695312499999997,ecr_calibrated,338.4,116.0,-72.60000000000002,6.5,150.42847215829758,,,,,,,
412,Damien Martinez,RB,GB,-127.37169086463224,20.596312543665345,0.0,2.4604687500000004,ecr_calibrated,359.0,127.0,-53.0,10.5,150.42847215829758,,,,,,,
413,Frank Gore Jr.,RB,BUF,-128.45001066082713,19.51799274747046,0.0,2.4604687500000004,ecr_calibrated,361.33,128.0,-51.670000000000016,10.5,150.42847215829758,,,,,,,
414,Raheim Sanders,RB,CLE,-128.46625284214,26.289250566157584,0.0,-4.32703125,ecr_calibrated,327.24,110.0,-86.75999999999999,5.5,150.42847215829758,,,,,,,
415,Jaydn Ott,RB,KC,-128.52978673663296,19.438216671664637,0.0,2.4604687500000004,ecr_calibrated,365.67,130.0,-49.329999999999984,10.5,150.42847215829758,,,,,,,
416,Jaret Patterson,RB,LAC,-128.52978673663296,19.438216671664637,0.0,2.4604687500000004,ecr_calibrated,361.5,129.0,-54.5,10.5,150.42847215829758,,,,,,,
417,Myles Montgomery,RB,NE,-129.88728673663294,19.438216671664637,0.0,1.10296875,ecr_calibrated,373.33,133.0,-43.670000000000016,9.5,150.42847215829758,,,,,,,
418,Tyler Badie,RB,DEN,-129.88728673663294,19.438216671664637,0.0,1.10296875,ecr_calibrated,372.5,132.0,-45.5,9.5,150.42847215829758,,,,,,,
419,Miles Sanders,RB,FA,-130.99025548663295,19.438216671664637,0.0,0.0,ecr_calibrated,386.0,135.0,-33.0,,150.42847215829758,,,,,,,
420,Geno Smith,QB,NYJ,-132.54834425987593,173.97606741573034,0.0,-11.942606249999999,vegas_prop,235.16,29.0,-184.84,5.5,294.58180542560626,2599.5,14.5,163.6923076923077,1.7051282051282053,,,
421,Robert Henry Jr.,RB,WAS,-132.60228673663295,19.438216671664637,0.0,-1.61203125,ecr_calibrated,375.75,134.0,-45.25,7.5,150.42847215829758,,,,,,,
422,Jacoby Brissett,QB,ARI,-135.1033588666175,175.16775280898875,0.0,-15.68930625,vegas_prop,196.64,27.0,-225.36,4.5,294.58180542560626,2750.5,13.5,163.6923076923077,1.7051282051282053,,,
423,Donovan Edwards,RB,MIA,-136.67478673663294,19.438216671664637,0.0,-5.68453125,ecr_calibrated,367.5,131.0,-55.5,4.5,150.42847215829758,,,,,,,
424,Tua Tagovailoa,QB,ATL,-138.43348585505638,160.5975258205499,0.0,-4.4492062500000005,ecr_calibrated,269.29,31.0,-154.70999999999998,7.5,294.58180542560626,,,,,,,
425,Michael Penix Jr.,QB,ATL,-144.9971676961208,154.03384397948545,0.0,-4.4492062500000005,ecr_calibrated,276.73,32.0,-148.26999999999998,7.5,294.58180542560626,,,,,,,
426,Fernando Mendoza,QB,LV,-146.80681279920177,155.9708988764045,0.0,-8.19590625,vegas_prop,250.74,30.0,-175.26,6.5,294.58180542560626,2308.5,12.5,163.6923076923077,1.7051282051282053,,,
427,Deshaun Watson,QB,CLE,-161.27362698313297,145.2507846924733,0.0,-11.942606249999999,ecr_calibrated,286.96,33.0,-140.04000000000002,5.5,294.58180542560626,,,,,,,
428,Shedeur Sanders,QB,CLE,-172.19017319549627,134.33423848011,0.0,-11.942606249999999,ecr_calibrated,290.3,34.0,-137.7,5.5,294.58180542560626,,,,,,,
429,Kirk Cousins,QB,LV,-180.9844772154462,121.79323446016008,0.0,-8.19590625,ecr_calibrated,298.96,35.0,-130.04000000000002,6.5,294.58180542560626,,,,,,,
430,J.J. McCarthy,QB,MIN,-186.80987803500483,108.47443364060145,0.0,-0.70250625,ecr_calibrated,312.1,36.0,-117.89999999999998,8.5,294.58180542560626,,,,,,,
431,Mac Jones,QB,SF,-203.9255083739933,83.86540330161296,0.0,6.79089375,ecr_calibrated,333.17,38.0,-97.82999999999998,10.5,294.58180542560626,,,,,,,
432,Carson Beck,QB,ARI,-214.81749162214632,95.45362005345994,0.0,-15.68930625,ecr_calibrated,328.35,37.0,-103.64999999999998,4.5,294.58180542560626,,,,,,,
433,Joe Milton III,QB,DAL,-216.91572130210093,74.62189037350534,0.0,3.04419375,ecr_calibrated,335.0,39.0,-98.0,9.5,294.58180542560626,,,,,,,
434,Ty Simpson,QB,LAR,-220.08168853053039,63.96252314507585,0.0,10.537593750000001,ecr_calibrated,336.81,41.0,-97.19,11.5,294.58180542560626,,,,,,,
435,Justin Fields,QB,KC,-226.39304029021332,61.397871385392946,0.0,6.79089375,ecr_calibrated,337.66,42.0,-97.33999999999997,10.5,294.58180542560626,,,,,,,
436,Anthony Richardson Sr.,QB,IND,-227.19049419394344,68.09381748166281,0.0,-0.70250625,ecr_calibrated,336.79,40.0,-99.20999999999998,8.5,294.58180542560626,,,,,,,
437,Drew Allar,QB,PIT,-235.8271076943164,59.45720398128985,0.0,-0.70250625,ecr_calibrated,342.5,43.0,-94.5,8.5,294.58180542560626,,,,,,,
438,Riley Leonard,QB,IND,-237.86218836435472,57.42212331125154,0.0,-0.70250625,ecr_calibrated,348.33,44.0,-89.67000000000002,8.5,294.58180542560626,,,,,,,
439,Joe Flacco,QB,CIN,-244.10307628959046,43.687835386015834,0.0,6.79089375,ecr_calibrated,360.33,49.0,-78.67000000000002,10.5,294.58180542560626,,,,,,,
440,Marcus Mariota,QB,WAS,-244.1201147381614,54.910896937444875,0.0,-4.4492062500000005,ecr_calibrated,349.71,45.0,-90.29000000000002,7.5,294.58180542560626,,,,,,,
441,Jameis Winston,QB,NYG,-254.28456982631366,44.74644184929265,0.0,-4.4492062500000005,ecr_calibrated,358.09,48.0,-82.91000000000003,7.5,294.58180542560626,,,,,,,
442,Cade Klubnik,QB,NYJ,-258.18742331121666,48.336988364389605,0.0,-11.942606249999999,ecr_calibrated,357.0,47.0,-85.0,5.5,294.58180542560626,,,,,,,
443,Gardner Minshew II,QB,ARI,-258.43595653790084,51.83515513770542,0.0,-15.68930625,ecr_calibrated,351.0,46.0,-92.0,4.5,294.58180542560626,,,,,,,
444,Quinn Ewers,QB,MIA,-266.58327628959046,43.687835386015834,0.0,-15.68930625,ecr_calibrated,365.0,50.0,-79.0,4.5,294.58180542560626,,,,,,,
