our_rank,player_name,position,team_abbr,vor,projected_ppr_points,games_missed,team_env_adj,projection_source,ecr_overall_rank,ecr_position_rank,value_vs_adp,team_win_total,replacement_points_at_position,proj_pass_yards,proj_pass_tds,proj_rush_yards,proj_rush_tds,proj_rec_yards,proj_rec_tds,proj_receptions
75,Justin Herbert,QB,LAC,-7.212821787965831,280.57808988764043,0.0,6.79089375,vegas_prop,70.12,8.0,-4.8799999999999955,10.5,294.58180542560626,4000.0,24.5,300.5,2.5,,,
76,DK Metcalf,WR,PIT,-7.431302877718861,144.8,0.0,-0.203625,vegas_prop,76.13,32.0,0.12999999999999545,8.5,152.02767787771887,,,,,825.5,5.5,58.5
77,Tucker Kraft,TE,GB,-7.66303985573793,121.75,0.0,1.1219737500000002,vegas_prop,73.86,5.0,-3.1400000000000006,10.5,130.53501360573793,,,,,700.0,4.5,49.5
78,Blake Corum,RB,LAR,-7.9605034082975745,138.65,0.0,3.8179687500000004,vegas_prop,109.43,38.0,31.430000000000007,11.5,150.42847215829758,,,666.5,5.5,192.5,1.0,27.5
79,Sam LaPorta,TE,DET,-8.813039855737935,120.6,0.0,1.1219737500000002,vegas_prop,87.87,8.0,8.870000000000005,10.5,130.53501360573793,,,,,628.5,4.5,61.5
80,J.K. Dobbins,RB,DEN,-8.975503408297586,140.35,0.0,1.10296875,vegas_prop,105.52,35.0,25.519999999999996,9.5,150.42847215829758,,,683.5,5.5,192.5,1.0,27.5
81,Josh Downs,WR,IND,-9.21301019479206,143.0182926829268,0.0,-0.203625,vegas_prop,95.87,43.0,14.870000000000005,8.5,152.02767787771887,,,,,800.0,4.878048780487805,67.5
82,Rico Dowdle,RB,PIT,-9.633003408297569,141.05,0.0,-0.25453125,vegas_prop,88.13,31.0,6.1299999999999955,8.5,150.42847215829758,,,750.5,4.5,192.5,1.0,27.5
83,Brock Purdy,QB,SF,-10.224619540774777,277.5662921348315,0.0,6.79089375,vegas_prop,95.46,12.0,12.459999999999994,10.5,294.58180542560626,4100.0,27.5,163.6923076923077,1.7051282051282053,,,
84,Christian Watson,WR,GB,-10.759302877718861,139.3,0.0,1.9683750000000002,vegas_prop,58.47,28.0,-25.53,10.5,152.02767787771887,,,,,750.5,6.5,50.5
85,Luther Burden III,WR,CHI,-11.157021627718873,139.98828125,0.0,0.882375,vegas_prop,45.18,23.0,-39.82,9.5,152.02767787771887,,,,,812.5,4.5,63.4765625
86,Marvin Harrison Jr.,WR,ARI,-13.525302877718861,143.05,0.0,-4.547625,vegas_prop,67.54,31.0,-18.459999999999994,4.5,152.02767787771887,,,,,813.0,5.5,57.5
87,Michael Pittman Jr.,WR,PIT,-13.981302877718873,138.25,0.0,-0.203625,vegas_prop,84.78,37.0,-2.219999999999999,8.5,152.02767787771887,,,,,750.0,4.5,72.5
88,Jayden Daniels,QB,WAS,-14.98404538347145,284.0469662921348,0.0,-4.4492062500000005,vegas_prop,55.08,5.0,-32.92,7.5,294.58180542560626,3350.5,21.5,558.5,4.5,,,
89,Chuba Hubbard,RB,CAR,-15.748003408297574,137.65,0.0,-2.9695312499999997,vegas_prop,84.4,30.0,-4.599999999999994,6.5,150.42847215829758,,,716.5,4.5,192.5,1.0,27.5
90,Jakobi Meyers,WR,JAX,-17.04530287771888,134.1,0.0,0.882375,vegas_prop,95.63,42.0,5.6299999999999955,9.5,152.02767787771887,,,,,708.5,5.5,60.5
91,Dallas Goedert,TE,PHI,-17.613039855737934,111.8,0.0,1.1219737500000002,vegas_prop,123.8,14.0,32.8,10.5,130.53501360573793,,,,,575.5,4.5,54.5
92,Rhamondre Stevenson,RB,NE,-17.825503408297582,131.5,0.0,1.10296875,vegas_prop,83.67,29.0,-8.329999999999998,9.5,150.42847215829758,,,625.0,5.5,192.5,0.5,27.5
93,Isaiah Likely,TE,NYG,-18.215382874605854,113.05471698113207,0.0,-0.73508625,vegas_prop,118.63,13.0,25.629999999999995,7.5,130.53501360573793,,,,,625.5,3.5,59.009433962264154
94,Kyle Monangai,RB,CHI,-18.27550340829757,131.05,0.0,1.10296875,vegas_prop,100.63,33.0,6.6299999999999955,9.5,150.42847215829758,,,650.5,4.5,192.5,1.0,27.5
95,Jake Ferguson,TE,DAL,-18.932059855737936,111.1,0.0,0.5029537500000001,vegas_prop,106.51,11.0,11.510000000000005,9.5,130.53501360573793,,,,,508.5,4.5,66.5
96,Carnell Tate,WR,TEN,-19.10330287771886,135.3,0.0,-2.375625,vegas_prop,66.34,30.0,-29.659999999999997,6.5,152.02767787771887,,,,,775.5,4.5,61.5
97,Jordyn Tyson,WR,NO,-19.517302877718862,133.8,0.0,-1.289625,vegas_prop,87.42,38.0,-9.579999999999998,7.5,152.02767787771887,,,,,775.5,4.5,58.5
98,Jordan Mason,RB,MIN,-19.63300340829757,131.05,0.0,-0.25453125,vegas_prop,127.3,41.0,29.299999999999997,8.5,150.42847215829758,,,650.5,4.5,192.5,1.0,27.5
99,Parker Washington,WR,JAX,-20.84530287771886,130.3,0.0,0.882375,vegas_prop,88.86,40.0,-10.14,9.5,152.02767787771887,,,,,750.5,4.5,56.5
100,Mark Andrews,TE,BAL,-23.994019855737932,104.8,0.0,1.7409937500000003,vegas_prop,132.55,15.0,32.55000000000001,11.5,130.53501360573793,,,,,500.5,5.5,43.5
101,Chris Godwin Jr.,WR,TB,-24.48130287771887,127.75,0.0,-0.203625,vegas_prop,80.99,36.0,-20.010000000000005,8.5,152.02767787771887,,,,,675.0,5.0,60.5
102,RJ Harvey,RB,DEN,-25.24880632139909,124.07669708689849,0.0,1.10296875,ecr_calibrated,88.55,32.0,-13.450000000000003,9.5,150.42847215829758,,,,,,,
103,Jaylen Warren,RB,PIT,-25.897289122583302,124.78571428571428,0.0,-0.25453125,vegas_prop,73.89,26.0,-29.11,8.5,150.42847215829758,,,600.5,4.289285714285715,192.5,1.0,27.5
